envelope,dimension,limit,total_relevant_ticks,clipping_ticks,clipping_pct,raw_min,raw_max,exceedance_p50,exceedance_p95,exceedance_p99,exceedance_max,distortion_mean,distortion_p50,distortion_p95,distortion_max
E0_CURRENT_TEAM,base_v,0.25,2147,78,3.632976245924546,-0.20574319414673892,0.3920327294471666,0.01878173668601721,0.1398830333965435,0.14094732840318733,0.1420327294471666,0.001571920874387771,0.0,0.0,0.1420327294471666
E0_CURRENT_TEAM,base_w,0.5,2147,720,33.53516534699581,-0.3264957068177864,1.0376727162059491,0.23324183984696867,0.46011229956319566,0.5028251933936005,0.5376727162059491,0.0811329836016331,0.0,0.407244915030922,0.5376727162059491
E2_INTERMEDIATE_REFERENCE,base_v,0.35,2147,9,0.4191895668374476,-0.20574319414673892,0.3920327294471666,0.03988303339654353,0.04146888474899557,0.04191996050753242,0.04203272944716663,0.00013527183148922945,0.0,0.0,0.04203272944716663
E2_INTERMEDIATE_REFERENCE,base_w,0.8,2147,220,10.246856078248719,-0.3264957068177864,1.0376727162059491,0.10645563962385152,0.1967657987401913,0.21205627155565726,0.2376727162059491,0.010898250546480526,0.0,0.1072449150309219,0.2376727162059491
E1_OFFICIAL_TASK1_BASELINE,base_v,0.45,2147,0,0.0,-0.20574319414673892,0.3920327294471666,,,,,0.0,0.0,0.0,0.0
E1_OFFICIAL_TASK1_BASELINE,base_w,1.2,2147,0,0.0,-0.3264957068177864,1.0376727162059491,,,,,0.0,0.0,0.0,0.0
